product_id,product_name,brand_name,category_name,seller_name,price,rating,review_count,quantity_sold,discount_percent
102862795, COMBO Set 4 món balo thời trang kiểu mới mèo mắt to siêu kute cho nam và nữ style kitishop,OEM,Root,Xưởng may balo Đà Nẵng,28999.0,0.0,0,0,0.0
143613764,sét vỉ 12 cặp tách đen,OEM,Root,Siêu thị đồ chơi Vpp Minh Ngọc,20000.0,0.0,0,0,0.0
253296183,"Gấu Bông Dễ Thương Có Móc Bằng Inox Không Gỉ Treo Chìa Khóa, Balo , Túi Xách Chất Liệu Vải Bông Mềm Mịn",OEM,Root,Kho hàng Thảo Trang,21000.0,0.0,0,0,0.0
242185877,Balo nam nữ size 25×23×10cm  xả kho đồng giá,OEM,Root,Sukashop86,29500.0,0.0,0,0,0.0
242225498,Balo nam nữ size 25×23×10cm  xả kho đồng giá,OEM,Root,Qshopnew,29000.0,0.0,0,0,0.0
253349199,"Gấu Bông Dễ Thương Có Móc Bằng Inox Không Gỉ Treo Chìa Khóa, Balo , Túi Xách Chất Liệu Vải Bông Mềm Mịn",OEM,Root,Kho hàng Phú Lợi,21000.0,0.0,0,0,0.0
76296634,Balo chống nước đen nam nữ Unisex thời trang balo đa năng đi học laptop sinh viên Cặp Ulzzang,OEM,Balo nữ,Cherry Sweet,53500.0,4.0,25,64,0.0
87100406,"Balo thời trang nam nữ phong cách hàn quốc giá rẻ ,balo đi học laptop , balo ulzzang",OEM,Balo nữ,Ruby Yame,49890.0,5.0,1,5,0.0
120788760,Bộ Kẹp Vai Balo Cho Điện Thoại,OEM,Root,Linhkiensgstore,49700.0,5.0,2,3,0.0
26025061,Balo thời trang WIill mesh N1 Shalla,Shalla,Thời Trang,Shalla,54450.0,4.3,3,31,15.384615
45842346,"Balo thời trang nhỏ xinh , da PU bền đẹp , thiết kế thời trang hàn quốc , hợp xu hướng TK0027",OEM,Thời Trang,Thành Đạt Store,49000.0,4.2,74,414,34.666667
243085045,Balo Ulzzang Cao Cấp Đựng Sách Vở  Đi Học Đi Chơi Phong Cách Thời Trang Cho Học Sinh Sinh Viên,OEM,Balo nữ,Everza,34900.0,0.0,0,0,0.0
76202712,Balo thời trang nam nữ Unisex chống nước balo cặp sách đi học laptop sinh viên học sinh trơn đen - MunNiNi,OEM,Balo nữ,Cherry Sweet,56600.0,3.8,4,9,0.0
10159834,Balo thời trang nữ mini MS855,OEM,Thời Trang,Shalla,38458.0,4.3,13,31,10.56903
103665069,"BALO NỮ THỜI TRANG, NHỎ XINH G0002 KIỂU DÁNG HÀN QUỐC, SÀNH ĐIỆU, CHẤT LIỆU DA CAO CẤP, BỀN ĐẸP",OEM,Balo nữ,GOODSHOPGOODSHOP,49000.0,0.0,0,11,38.75
103222869,Balo nữ da đẹp thời trang hàn quốc nhỏ gọn tiện dụng TK0041,OEM,Balo nữ,An An Shopp,49000.0,3.0,2,3,34.666667
168464521,Motor cánh vẫy đảo gió điều hoà DAIKIN - mô tơ máy lạnh DK,OEM,Root,Vật tư điện lạnh HK,40000.0,0.0,0,1,0.0
44076586,Balo mini thời trang nữ tay kéo thẻ VV7 Shalla,Shalla,Thời Trang,Shalla,38458.0,3.6,7,28,10.56903
160293812,"Balo Nữ Thời Trang, Balo Đi Học Phong Cách Hàn Quốc",OEM,Balo nữ,tiện ích sài gòn,45000.0,0.0,0,0,0.0
147462249,Balo ulzzang thời trang đi học chống thấm nước phong cách OEM tùy chỉnh Logo,OEM,Root,The Alice Store,32000.0,5.0,1,3,0.0
49954016,"Balo da nữ thời trang dễ thương, chất liệu PU bền đẹp TK0041",OEM,Thời Trang,Thành Đạt Store,49000.0,3.8,21,83,50.0
14790605,Ba lô thời trang học sinh họa tiết màu sắc,OEM,Thời Trang,EMELY BOUTIQUE,37999.0,3.4,14,198,0.0
136940136,BALO THỔ CẨM LOẠI MINI,OEM,Root,thocamkimanh,45000.0,0.0,0,0,0.0
136940160,BALO THỔ CẨM MINI,OEM,Root,thocamkimanh,49000.0,0.0,0,0,0.0
2900725,Balo Nữ Dây Kéo Ổ Khóa Lệch Bên Phong Cách Hàn,OEM,Thời Trang,Shalla,51278.0,0.0,0,2,15.385631
147464057,"Balo đi học dung tích lớn phong cách unisex cá tính phong cách đi học, đi du lịch",OEM,Root,The Alice Store,32000.0,0.0,0,0,0.0
147487728,"Balo Bò Sữa đi học, đi chơi phong cách học sinh có phụ kiện đi kèm",OEM,Root,The Alice Store,32000.0,0.0,0,2,0.0
51513897,"Balo thời trang dễ thương , phong cách hàn quốc, chất liệu da PU  TK0027",OEM,Thời Trang,Thành Đạt Store,49000.0,0.0,0,10,34.666667
213881742,"Mica cầu lồi trong suốt làm túi xách, balo gấu (bộ 2 tấm)",OEM,Root,Win win store,39900.0,0.0,0,0,0.0
73491240,"Balo thời trang đa năng, thiết kế trẻ trung, chất liệu PU bền đẹp TK0066",OEM,Balo nữ,Thành Đạt Store,49000.0,3.7,15,31,30.0
147485306,Balo Xu hướng mới unisex dành cho cả nam lẫn nữ siêu HOT HIT!,OEM,Root,The Alice Store,32000.0,0.0,0,0,0.0
49955511,"Balo da nữ thời trang nhỏ xinh, thiết kế trẻ trung, năng động hợp xu hướng TK0013",OEM,Thời Trang,Thành Đạt Store,49000.0,0.0,0,8,34.666667
44349072,Balo nữ thời trang vải mang đậm phong cách Teen TXBL29,OEM,Root,Quốc Bảo,40000.0,0.0,0,0,0.0
72052328,"Balo đi học phong cách Hàn Quốc vải chống nước, nhiều ngăn đựng laptop, đi chơi, du lịch",OEM,Root,Baotramstore,35000.0,0.0,0,0,0.0
173694429,BALO PHỐI ĐI HỌC NAM/NỮ,OEM,Balo nữ,Thiên Ân Balo,49000.0,0.0,0,0,0.0
102862458, Combo 4 in 1 set balo đi học kèm túi xách ví và hộp bút thời trang kiểu mới chữ COME ON DAISY hoạ tiết hoa cúc,OEM,Root,Xưởng may balo Đà Nẵng,45999.0,0.0,0,0,0.0
71098971,"Balo nam nữ đi học năng động, chống nước có ngăn đựng Laptop",OEM,Balo và Vali,Shop Long Tuấn,49000.0,0.0,0,0,0.0
174176026,TÚI CHÉO MISSOUT THỜI TRANG CHO NAM CẢ NỮ,OEM,Balo nữ,Thiên Ân Balo,49000.0,0.0,0,0,0.0
168527723,BALO MINI KUTE 2 DÂY RÚT NHỎ XINH UNISEX CHẤT CANVAS THỜI TRANG CUTE XINH ĐẸP TIỆN ÍCH DẠO PHỐ DU 3158,OEM,Root,Aomi Store,50000.0,4.0,1,5,0.0
130814112,"Balo bò sữa Ulzzang nam, nữ vải chuẩn Hàn Quốc 900PVC BL BO 02 (tặng móc khóa+ giấy thơm)",OEM,Root,Gennewshop,45000.0,0.0,0,0,0.0
149447746,"MÓC KHÓA BÓP, BALÔ HOLOGRAM TIM KIM TUYẾN SÁNG BÓNG",OEM,Root,BEOGIFTSHOP,45000.0,0.0,0,0,0.0
136940108,Balo thổ cẩm mini,OEM,Root,thocamkimanh,45000.0,0.0,0,0,0.0
20888670,Ba lô nữ hình mèo chống nước phong cách Nhật Bản,OEM,Thời Trang,Song An Eco,46000.0,0.0,0,3,0.0
44076540,Balo nữ mini thời trang tay kéo thẻ SI7 Shalla,Shalla,Thời Trang,Shalla,38458.0,3.0,1,0,10.56903
143613770,Combo 10 túi mắt các sai to nhỏ,OEM,Root,Siêu thị đồ chơi Vpp Minh Ngọc,50000.0,0.0,0,0,0.0
174852388,BALO MINI BO SỮA MILK COW AOMIVN DÂY RÚT ĐEO VAI 33x38cm NHỎ XINH UNISEX CHẤT CANVAS CUTE TIỆN ÍCH DU LỊCH ĐEN TRẮNG,OEM,Root,Aomivn,42000.0,0.0,0,0,0.0
176851307,Bộ balo cổ màu,OEM,Root,SƠ SINH GẤU KIDS,48000.0,0.0,0,0,0.0
56687789,Balo thời trang giao màu ngẫu nhiên,OEM,Thời Trang,Quốc Bảo,50000.0,0.0,0,0,0.0
247555177,ComBo 9 Bút Mực Gel Winzige 0.5mm - 9 Màu Dễ Thương Tuỳ Chọn Tiện Dụng Cho Học Sinh/Nhân Viên Văn Phòng,OEM,Root,Bách Hóa Shop HN,41000.0,0.0,0,0,0.0
247554818,"Balo đi học cho bé gái Mẫu giáo, Cấp 1- Mầm non, tiểu học (từ 3 đến 12 tuổi)- Hình mèo con dễ thương",OEM,Root,Bách Hóa Shop HN,49000.0,0.0,0,0,0.0
188447797,"Balo Nữ Thời Trang, Balo Mini Da PU Kẻ Caro Đeo Vai Phong Cách Thời Trang Nhiều Màu Lựa Chọn Đi Du Lịch/ Đi Làm/ Sử Dụng Hằng Ngày",XUDI,Balo nữ,XỐP DÁN TƯỜNG 3D BÌNH TÂN,80000.0,2.3,4,8,0.0
188994077,"Balo Mini Da Caro Đa Năng, Thiết Kế Trẻ Trung, Chất Liệu PU Bền Đẹp, Balo Thời Trang Nữ Hàn Quốc",XUDI,Balo nữ,XỐP DÁN TƯỜNG 3D TÂN PHÚ,80000.0,0.0,0,0,0.0
8575130,Balo Xiaomi Mi Casual Daypack,Xiaomi,Thời Trang,Mi Hoàng Gia,97000.0,4.7,187,700,18.487395
147708680,Balo Nữ Đi Học Laptop  thời trang ulzzang cặp sách đi học Sinh viên học sinh Balo Đi Học XIADEA,OEM,Balo nữ,Cherry Sweet,62900.0,4.0,59,196,0.0
76202565,Balo trơn Unisex Nam nữ đi học laptop chống nước balo cặp sách đi học học sinh sinh viên ulzzang,OEM,Balo nữ,Cherry Sweet,54400.0,4.0,47,164,0.0
76007146,Balo nam nữ Unisex thời trang Regods club thời trang đi học cặp laptop - MunNiNi,OEM,Balo nữ,Cherry Sweet,66300.0,4.5,9,14,0.0
151488531,Balo Ulzzang Hàn Quốc học sinh đi học đi chơi ngăn Mica trong suốt phối lưới đi học thời trang Cặp- Balo sinh viên học sinh đa năng mèo đọc sách cute,OEM,Balo nữ,Cherry Sweet,69900.0,3.5,14,47,0.0
149526693,"SET BALO 4 MÓN ĐI HỌC, SET BALO THỜI TRANG - MICA GẤU Balo Nữ - Balo Học Sinh Sinh Viên - Combo Balo Nữ 4 Món",OEM,Balo nữ,Ruby Yame,73990.0,0.0,0,4,0.0
66677355,"Balo Nữ Sinh Phong Cách Hàn Quốc (EP29), Ba lô thời trang học sinh, sinh viên",OEM,Thời Trang,Cherry Sweet,58900.0,3.6,67,184,0.0
26029870,Balo mini  Willbe thể thao M4 Shalla,Shalla,Thời Trang,Shalla,54450.0,3.0,2,19,15.384615
149526777,Balo Nữ Đi Học Thời Trang Ulzzang Cao Cấp YHAO Balo nữ món đi học thời trang sinh viên học sinh ba lô set cặp thời trang laptop ,OEM,Balo nữ,Cherry Sweet,65500.0,3.9,21,76,0.0
72626600,Balo nữ combo 4 món đi học thời trang sinh viên học sinh ba lô set cặp thời trang thỏ hồng,OEM,Balo và Vali,Cherry Sweet,76500.0,4.3,36,92,0.0
149526375,"SET BALO 4 MÓN ĐI HỌC, SET BALO THỜI TRANG  đi học sinh viên Cặp Ulzzang Thời Trang Hàn Quốc Vải bố nam nữ, balo đi học, đựng laptop",OEM,Balo nữ,Cherry Sweet,79900.0,3.8,5,17,0.0
151488097,"BALO ULZZANG Đi HỌC ĐI CHƠI PHONG CÁCH Hàn Quốc BALO học sinh, sinh viên đi học thời trang Cặp- Balo sinh viên học sinh đa năng mèo đọc sách cute",OEM,Balo nữ,Cherry Sweet,59900.0,3.8,13,44,0.0
138662136,"BA LÔ ĐI HỌC, BALO CÁ MẬP NAM NỮ, BALO NAM CÁ TÍNH",OEM,Balo nữ,DIỄM MY STORE,59000.0,3.3,4,6,0.0
153495226,"Set balo 4 món, Bao Thời Trang, Balo Chống Thấm Nam Nữ Balo Nữ - Balo Học Sinh Sinh Viên - Combo Balo Nữ 4 Món - SET 4 MÓN GẤU CUTE",OEM,Balo nữ,Ruby Yame,70050.0,0.0,0,7,0.0
11489581,Bộ Balo Nữ + Túi Đeo Chéo Nữ + Ví Nữ Lovelove Xinh Yêu,OEM,Root,Balo Teen,69999.0,4.5,32,94,0.0
6476329,Bộ 5 Món Balo nữ + túi đeo chéo + ví cầm tay nữ + ví rút + hộp bút xinh xắn,OEM,Thời Trang,EMELY BOUTIQUE,79999.0,4.3,41,424,0.0
138624523,"BALO BE YOUR STYLE CÁ TÍNH MẪU MỚI CỦA NĂM NAY BALO NAM CÁ TÍNH, BALO NAM ĐƯỢC ƯA CHUỘNG HIỆN NAY, CẶP NAM GIÁ RẺ",OEM,Root,DIỄM MY STORE,69000.0,4.0,3,13,0.0
147708748,Balo Nữ Đi Học Laptop  thời trang ulzzang cặp sách đi học Sinh viên học sinh BALO ULZZANG DEMIBAG ĐẦU GẤU,OEM,Balo nữ,Cherry Sweet,59900.0,4.5,2,6,0.0
135111833,Balo nữ thời trang đi chơi đi học phong cách Hàn Quốc BK27,OEM,Balo nữ,Cherry Sweet,62900.0,3.6,12,39,0.0
190681158,"Ba lô đi hoc, đi làm, đi chơi đẹp giá rẻ bất ngờ",OEM,Balo nữ,DIỄM MY STORE,59000.0,5.0,1,1,0.0
69557166,Balo Nữ - Balo Học Sinh Sinh Viên - Combo Balo Nữ 4 Món,OEM,Thời Trang,Ruby Yame,75990.0,4.0,1,3,0.0
16326485,Balo Rút Dây Họa Tiết nhỏ vải dù siêu nhẹ,Bee Gee,Thời Trang,BEE GEE SHOP,64000.0,3.0,2,51,50.0
4266309,Balo gấp gọn Muhui vải dù siêu nhẹ siêu chống thấm,OEM,Thời Trang,Shalla,55000.0,5.0,1,17,15.384615
149526786,"Set balo 4 món, Bao Thời Trang, Balo Nữ - SET 4 MÓN GẤU CUTE nam nữ, balo đi học, đựng laptop",OEM,Balo nữ,Cherry Sweet,79800.0,3.0,1,18,0.0
151488467,"Balo Thời Trang Ulzzang Nam Nữ , Balo Đi Học, Balo học Sinh ULZZANG Giá Rẻ Yikes Balo combo 4 món đi học thời trang Cặp- Balo sinh viên học sinh đa năng mèo đọc sách cute",OEM,Balo nữ,Ruby Yame,56490.0,0.0,0,4,0.0
198258814,Balo Mini Nhỏ Xinh Song Miêu Bl33 Da Trơn Mới,OEM,Balo nữ,Pumboo,80000.0,0.0,0,0,0.0
173868934,"Set balo 4 món, Bao Thời Trang, Balo Chống Thấm Nam Nữ - SET 4 MÓN GẤU CUTE",OEM,Root,Ruby Yame,79900.0,0.0,0,1,0.0
136074475,Balo Thời Trang Nam Nữ Ulzzang Hàn Quốc laptop Ulzzang BaMa đen bướm thời trang ulzzang cặp sách đi học Sinh viên học sinh,OEM,Balo nữ,Ruby Yame,54100.0,2.5,2,8,0.0
74895540,Balo vải chống thấm nước Balo nữ học sinh đi học laptop cặp kèm Sticker Thanks (không kèm gấu),OEM,Balo nữ,Cherry Sweet,69900.0,3.9,20,46,0.0
149526380,"Combo balo 4 món thời trang ulzzang, Set balo 4 món đi học, balo 4 món đi học thời trang Cặp- Balo sinh viên học sinh đa năng - phối MiCa YiFang",OEM,Balo nữ,Ruby Yame,71500.0,4.0,1,7,0.0
132079697,Balo Mini Màu Đen,OEM,Balo và Vali,Pumboo,90000.0,0.0,0,2,0.0
108158188,balo thời trang nam nữ MiNiBag ulzzang laptop đi học balo giá rẻ,OEM,Root,Ruby Yame,51900.0,4.3,3,10,0.0
149526326,Set balo 4 món đi học laptop balo combo 4 món ulzzang đi học thời trang Cặp- Balo sinh viên học sinh đa năng mèo đọc sách cute ulzzang,OEM,Balo nữ,Ruby Yame,76600.0,0.0,0,4,0.0
74683737,Balo nữ combo 4 món đi học thời trang Cặp- Balo sinh viên học sinh đa năng mèo đọc sách cute ulzzang Back in hình sticker,OEM,Balo nữ,Ruby Yame,72350.0,1.0,1,3,0.0
146729769,"Balo Nữ Đi Học Laptop Chống Nước thời trang ulzzang cặp sách đi học Sinh viên học sinh Đi Học, Đi Chơi ( YOYOKO)",OEM,Balo nữ,YouAndMe,80000.0,2.0,1,4,0.0
73767822,Balo Nữ - Balo Học Sinh Sinh Viên - Combo Balo Nữ 4 Món Back In hình sticker Munnini,OEM,Balo nữ,Ruby Yame,79300.0,0.0,0,0,0.0
75182575,"Balo Thời Trang Regods club Unisex học sinh sinh viên đi học laptop Balo đi học nam,nữ thời trang hàn quốc cặp",OEM,Balo nữ,Cherry Sweet,55600.0,4.6,46,97,0.0
77895298,Balo thời trang nam nữ Unisex balo đi học laptop sinh viên ulzzang học sinh,OEM,Balo nữ,Cherry Sweet,58500.0,4.3,28,60,0.0
138623576,"cặp đi học nữ, cặp đi học giá rẻ, Balo học sinh cấp 2, cấp 3, cặp đẹp giá rẻ",OEM,Root,Cherry Sweet,65900.0,5.0,2,15,0.0
138662153,"balo thời trang, BALO HỌC SINH, BALO NAM VÀ NỮ ĐI HỌC, CẶP HỌC SINH, CẶP ĐI HỌC THỜI TRANG",OEM,Balo nữ,Ruby Yame,52500.0,0.0,0,0,0.0
146729790,"Balo thời trang nam nữ phong cách hàn quốc giá rẻ ,balo đi học laptop , balo ulzzang",OEM,Balo nữ,YouAndMe,80000.0,0.0,0,1,0.0
132078979,Balo Mini Trơn Màu Hồng,OEM,Root,Pumboo,90000.0,0.0,0,1,0.0
138624639,"CẶP ĐI HỌC NAM ĐI HỌC ĐI CHƠI, CẶP HỌC SINH",OEM,Root,DIỄM MY STORE,69000.0,2.8,4,14,0.0
74487414,Balo nữ combo 4 món đi học laptop học sinh sinh viên Cặp Ulzzang Thời Trang - balo phối about Munnini,OEM,Balo nữ,Ruby Yame,76600.0,0.0,0,0,0.0
173867565,"Combo balo 4 món thời trang ulzzang, Set balo 4 món đi học, balo 4 món - mèo hai khóa đọc sách kẹo",OEM,Root,Ruby Yame,79900.0,0.0,0,0,0.0
71705687,Balo Phản Quang Nam nữ Colkids ss4 unisex Thời Trang học sinh cặp sinh viên.,OEM,Balo và Vali,Cherry Sweet,62900.0,3.6,9,28,0.0
210508410,"BALO NỮ THỜI TRANG, MẪU MỚI NEW-0078 PHỐI KHOÁ CÀI VÀ MÀU SẮC ĐỘC ĐÁO, CỰC ĐẸP, KIỂU DÁNG HÀN QUỐC, SÀNH ĐIỆU, CHẤT LIỆU DA BỀN ĐẸP",OEM,Balo nữ,GOODSHOPGOODSHOP,69000.0,0.0,0,0,42.5
146730375,Balo VẢI Hàn Quốc học sinh đi học đi chơi ngăn Mica trong suốt phối lưới siêu xinh,OEM,Balo nữ,YouAndMe,76000.0,0.0,0,4,0.0
147708706,"Balo Thời Trang Ulzzang , Balo Đi Học, Balo học Sinh HÀN QUỐC MARSOCITY",OEM,Balo nữ,Ruby Yame,76900.0,0.0,0,0,0.0
73410860,Balo nữ combo 4 món ulzzang - balo đi học cặp phối màu - Ba lô thời trang học sinh sinh viên Munnini,OEM,Balo nữ,Ruby Yame,79900.0,0.0,0,0,0.0
38075042,Balo Cặp Sách Diea Đi Học Thời Trang Nam Nữ Vải Canvas Cao Cấp-Màu Đen,OEM,Thời Trang,Ruby Yame,70500.0,0.0,0,0,0.0
138623715,"BALO CÁ MẬP, balo đi học nam, balo nam, balo giá rẽ của nam, cặp học sinh nam, cặp học sinh cá mập, cặp đi học cá tính",OEM,Root,DIỄM MY STORE,69000.0,4.5,2,7,0.0
108157821,"Balo thời trang nam nữ Milk Tea Ulzzang laptop đi học , đi chơi Nữ học thời trang Cặp- Balo sinh viên học sinh đa năng",OEM,Balo nữ,Ruby Yame,79900.0,0.0,0,0,0.0
91145665,Balo nữ mini đi chơi đi học thời trang trẻ trung hàn quốc ,OEM,Balo nữ,MinhQuân Shop,79000.0,2.5,2,6,0.0
16257171,Bộ ba lô thời trang 5 món học sinh giá ,OEM,Thời Trang,EMELY BOUTIQUE,78999.0,4.0,44,345,0.0
170651647,SET BALO TÚI VÍ KUTE,OEM,Root,Haki boutique,59000.0,0.0,0,0,0.0
190681020,"cặp đi học, đi chơi, đi làm cho cả nam và cả nữ",OEM,Balo nữ,Ruby Yame,60500.0,4.5,2,4,0.0
108154953,"Balo thời trang, balo đi học, đựng laptop Balo Thời Trang Nam Nữ TITI x BIN balo nữ vải",OEM,Balo nữ,Cherry Sweet,69900.0,0.0,0,0,0.0
138661904,"CẶP ĐI HỌC, ba lô học sinh nam nữ giá rẻ, balo đi học thời trang, túi xách nam nữ đi học",OEM,Root,DIỄM MY STORE,59000.0,0.0,0,2,0.0
90324667,Ba lô thời trang kèm túi nhỏ M27(hồng và ghi),Song An Eco,Balo nữ,Song An Eco,51000.0,0.0,0,0,0.0
136074259,"Balo Ulzzang , Balo Đi Học, Balo Nam Nữ, Balo Thời Trang Milk Tea",OEM,Balo nữ,Ruby Yame,74500.0,0.0,0,0,0.0
72878203,"Balo Thời Trang Regods club ss1 Unisex học sinh sinh viên đi học laptop Balo đi học nam,nữ thời trang hàn quốc",OEM,Balo và Vali,Cherry Sweet,50900.0,4.2,55,131,0.0
146730207,balo thời trang nam nữ Unisex balo đi học laptop balo ulzzang đi học thời trang Cặp- Balo sinh viên học sinh đa năng mèo đọc sách cute ulzzang,OEM,Balo nữ,YouAndMe,75000.0,0.0,0,0,0.0
151488238,Set balo 4 món đi học laptop balo combo 4 món ulzzang Balo nữ đẹp combo 4 món đi học thời trang Cặp- Balo sinh viên học sinh đa năng mèo đọc sách cute,OEM,Balo nam,Ruby Yame,79900.0,0.0,0,0,0.0
170653347,BỘ 5 BALO TÚI XÁCH HÀN QUỐC SIÊU CUTE,OEM,Root,Haki boutique,59000.0,0.0,0,0,0.0
198253957,Balo Mini Nhỏ Xinh Gắn Nơ BL27 Da Trơn Mới,OEM,Balo nữ,Pumboo,78000.0,0.0,0,0,0.0
92493824,Balo nữ combo 4 món đi học thời trang sinh viên học sinh ba lô set cặp thời trang Set 4 Món M-Xixi balo nữ vải,OEM,Balo nữ,Ruby Yame,79800.0,0.0,0,0,0.0
132079129,Balo Siêu Mini xám,OEM,Root,Pumboo,90000.0,0.0,0,1,0.0
102862557, BALO THỔ CẨM thời trang hình cú kiểu mới,OEM,Root,Xưởng may balo Đà Nẵng,75000.0,0.0,0,0,0.0
106654265,Balo vải dù không thấm nước thời trang hoa cúc,OEM,Root,Mavishop,55000.0,0.0,0,0,0.0
26029393,Balo thời trang Willbe thể thao M2 Shalla,Shalla,Thời Trang,Shalla,54450.0,3.8,5,31,15.384615
71155777,Balo Combo 4 món nữ laptop học sinh Sinh viên ulzzang cặp,OEM,Balo và Vali,Cherry Sweet,71900.0,4.0,9,21,0.0
165587315,"Combo balo 4 món thời trang ulzzang, Set balo 4 món đi học, balo 4 món- phối MiCa YiFang Shop MunNINii",OEM,Balo nữ,Ruby Yame,72700.0,0.0,0,0,0.0
138623871,CẶP ĐI HỌC DÀNH CHO NỮ,OEM,Root,DIỄM MY STORE,69000.0,0.0,0,0,0.0
144129890,ÁO BALO HOT TREND,OEM,Root,M Y L A,61950.0,0.0,0,0,0.0
76357665,Balo Nữ Học Sinh Sinh Viên Combo Balo Nữ 4 Món Back In hình sticker ulzzang,OEM,Balo nữ,Ruby Yame,72300.0,0.0,0,0,0.0
67546520,"Balo đi học nam,nữ thời trang hàn quốc unisex chống thấm cao cấp",OEM,Thời Trang,Cherry Sweet,69900.0,5.0,2,7,0.0
57767990,BALO DA NỮ THỜI TRANG CÁ TÍNH MDBN203,OEM,Thời Trang,ZENFAS,149000.0,0.0,0,3,0.0
173265437,Balo Kết Hợp Túi Đeo Chéo - Khóa 7 Sắc Màu 8 TU223,OEM,Root,ĐỒ DA THÀNH LONG TLG,62500.0,0.0,0,0,13.793103
73627619,Balo Nữ - Balo Học Sinh Sinh Viên - Combo Balo Nữ 4 Món,OEM,Balo nữ,Ruby Yame,77600.0,0.0,0,0,0.0
138661683,Cặp đi học giá rẽ cho nam và nữ,OEM,Root,DIỄM MY STORE,59000.0,0.0,0,0,0.0
49077085,Balo da nữ  MINI thời trang MADBN215,OEM,Thời Trang,Vạn Tín Store,65000.0,3.3,12,21,0.0
173564924,BALO NƠ THỜI TRANG SEASON 1,OEM,Balo nữ,Thiên Ân Balo,69000.0,0.0,0,0,0.0
158753707,BALO NỮ DẠO PHỐ DU LỊCH DA PU MỀM MỊN KIỂU DÁNG NHỎ XINH THỜI TRANG DBN222TI,OEM,Balo nữ,Shalla,58443.0,4.0,1,6,15.384615
138661549,"Cặp đi học, đi chơi, đi làm cho cả nam và nữ",OEM,Balo nữ,DIỄM MY STORE,59000.0,0.0,0,0,0.0
128292889,"Balo đinh hoa thời trang, xinh xắn; dùng đi học, đi chơi; chống nước",OEM,Balo nữ,Baotramstore,65000.0,0.0,0,0,0.0
173868494,Balo Thời Trang Ulzzang Nam Nữ Chống Nước Mar societt,OEM,Root,Ruby Yame,69000.0,0.0,0,0,0.0
138661408,"CẶP ĐI HỌC ĐẸP, CẶP ĐI HỌC THỜI TRANG GIÁ RẺ, BALO HỌC SINH NỮ, BA LÔ NỮ ĐI HỌC ĐI CHƠI",OEM,Balo nữ,DIỄM MY STORE,59000.0,0.0,0,1,0.0
138623913,Cặp đi học cho nam và nữ kèm quà từ shop,OEM,Root,DIỄM MY STORE,69000.0,0.0,0,0,0.0
53667555,"Balo họa tiết chống nước size S 11*20*25cm  đáng yêu, thời trang - 7",OEM,Thời Trang,Shop me nhim xinh,79000.0,0.0,0,0,0.0
