id,metric_name,value,timestamp
122,avg_rating,3.0530313547215298,2025-12-01 15:55:50.637195
123,total_predicted_revenue,12997261.854375236,2025-12-01 15:55:50.637195
124,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:50.637195
125,batch_size,1.0,2025-12-01 15:55:50.637195
126,avg_price,1211974.1201701558,2025-12-01 15:55:50.821247
127,avg_rating,0.1400512621751332,2025-12-01 15:55:50.821247
128,total_predicted_revenue,8483818.84119109,2025-12-01 15:55:50.821247
129,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:50.821247
130,batch_size,1.0,2025-12-01 15:55:50.821247
131,avg_price,1505045.4250389757,2025-12-01 15:55:51.723635
132,avg_rating,4.759767761039403,2025-12-01 15:55:51.723635
133,total_predicted_revenue,21070635.95054566,2025-12-01 15:55:51.723635
134,total_quantity,b'\x0e\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:51.723635
135,batch_size,1.0,2025-12-01 15:55:51.723635
136,avg_price,398672.71140592755,2025-12-01 15:55:52.544826
137,avg_rating,4.1957725833345725,2025-12-01 15:55:52.544826
138,total_predicted_revenue,4784072.536871131,2025-12-01 15:55:52.544826
139,total_quantity,b'\x0c\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:52.544826
140,batch_size,1.0,2025-12-01 15:55:52.544826
141,avg_price,309658.43063238496,2025-12-01 15:55:53.044944
142,avg_rating,2.8387135246796684,2025-12-01 15:55:53.044944
143,total_predicted_revenue,2167609.0144266947,2025-12-01 15:55:53.044944
144,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:53.044944
145,batch_size,1.0,2025-12-01 15:55:53.044944
146,avg_price,807957.1979376287,2025-12-01 15:55:53.530508
147,avg_rating,1.2771615634556084,2025-12-01 15:55:53.530508
148,total_predicted_revenue,5655700.3855634015,2025-12-01 15:55:53.530508
149,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:53.530508
150,batch_size,1.0,2025-12-01 15:55:53.530508
151,avg_price,1698096.9417594352,2025-12-01 15:55:54.338386
152,avg_rating,3.2687082249500836,2025-12-01 15:55:54.338386
153,total_predicted_revenue,23773357.184632093,2025-12-01 15:55:54.338386
154,total_quantity,b'\x0e\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:54.338386
155,batch_size,1.0,2025-12-01 15:55:54.338386
156,avg_price,1861363.7295484496,2025-12-01 15:55:54.776495
157,avg_rating,2.034859583652902,2025-12-01 15:55:54.776495
158,total_predicted_revenue,11168182.377290698,2025-12-01 15:55:54.776495
159,total_quantity,b'\x06\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:54.776495
160,batch_size,1.0,2025-12-01 15:55:54.776495
161,avg_price,485765.69967493054,2025-12-01 15:55:54.899938
162,avg_rating,0.8082755320866492,2025-12-01 15:55:54.899938
163,total_predicted_revenue,2428828.4983746526,2025-12-01 15:55:54.899938
164,total_quantity,b'\x05\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:54.899938
165,batch_size,1.0,2025-12-01 15:55:54.899938
166,avg_price,1163045.7636302947,2025-12-01 15:55:55.493966
167,avg_rating,1.4041145742536472,2025-12-01 15:55:55.493966
168,total_predicted_revenue,13956549.163563536,2025-12-01 15:55:55.493966
169,total_quantity,b'\x0c\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:55.493966
170,batch_size,1.0,2025-12-01 15:55:55.493966
171,avg_price,1217100.0211560829,2025-12-01 15:55:56.272911
172,avg_rating,2.8485739931919203,2025-12-01 15:55:56.272911
173,total_predicted_revenue,8519700.14809258,2025-12-01 15:55:56.272911
174,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:56.272911
175,batch_size,1.0,2025-12-01 15:55:56.272911
176,avg_price,742892.8295932534,2025-12-01 15:55:56.898367
177,avg_rating,4.9310251991050364,2025-12-01 15:55:56.898367
178,total_predicted_revenue,5943142.6367460275,2025-12-01 15:55:56.898367
179,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:56.898367
180,batch_size,1.0,2025-12-01 15:55:56.898367
181,avg_price,1538450.0319609053,2025-12-01 15:55:57.383545
182,avg_rating,1.6503110164497174,2025-12-01 15:55:57.383545
183,total_predicted_revenue,13846050.287648147,2025-12-01 15:55:57.383545
184,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:57.383545
185,batch_size,1.0,2025-12-01 15:55:57.383545
186,avg_price,1700494.6717928662,2025-12-01 15:55:57.727165
187,avg_rating,3.5682968374312196,2025-12-01 15:55:57.727165
188,total_predicted_revenue,25507420.076892994,2025-12-01 15:55:57.727165
189,total_quantity,b'\x0f\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:57.727165
190,batch_size,1.0,2025-12-01 15:55:57.727165
191,avg_price,1325412.753725742,2025-12-01 15:55:58.023584
192,avg_rating,3.319831643388123,2025-12-01 15:55:58.023584
193,total_predicted_revenue,18555778.55216039,2025-12-01 15:55:58.023584
194,total_quantity,b'\x0e\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:58.023584
195,batch_size,1.0,2025-12-01 15:55:58.023584
196,avg_price,553860.0665409369,2025-12-01 15:55:58.459269
197,avg_rating,0.1294364164076217,2025-12-01 15:55:58.459269
198,total_predicted_revenue,4984740.598868432,2025-12-01 15:55:58.459269
199,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:58.459269
200,batch_size,1.0,2025-12-01 15:55:58.459269
201,avg_price,122708.83864386177,2025-12-01 15:55:59.148310
202,avg_rating,3.10064718405513,2025-12-01 15:55:59.148310
203,total_predicted_revenue,1472506.0637263414,2025-12-01 15:55:59.148310
204,total_quantity,b'\x0c\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:59.148310
205,batch_size,1.0,2025-12-01 15:55:59.148310
206,avg_price,630789.2810763622,2025-12-01 15:55:59.773038
207,avg_rating,0.48925006070149935,2025-12-01 15:55:59.773038
208,total_predicted_revenue,4415524.967534536,2025-12-01 15:55:59.773038
209,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:59.773038
210,batch_size,1.0,2025-12-01 15:55:59.773038
211,avg_price,586943.1875179354,2025-12-01 15:55:59.931672
212,avg_rating,1.719040296540077,2025-12-01 15:55:59.931672
213,total_predicted_revenue,5869431.875179354,2025-12-01 15:55:59.931672
214,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:55:59.931672
215,batch_size,1.0,2025-12-01 15:55:59.931672
216,avg_price,202997.40688697234,2025-12-01 15:56:00.135194
217,avg_rating,4.819483012423292,2025-12-01 15:56:00.135194
218,total_predicted_revenue,1420981.8482088065,2025-12-01 15:56:00.135194
219,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:00.135194
220,batch_size,1.0,2025-12-01 15:56:00.135194
221,avg_price,584246.8392114323,2025-12-01 15:56:00.775009
222,avg_rating,0.6338462323397587,2025-12-01 15:56:00.775009
223,total_predicted_revenue,5842468.392114323,2025-12-01 15:56:00.775009
224,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:00.775009
225,batch_size,1.0,2025-12-01 15:56:00.775009
226,avg_price,1569551.0882230918,2025-12-01 15:56:01.647689
227,avg_rating,3.325093406959298,2025-12-01 15:56:01.647689
228,total_predicted_revenue,15695510.882230919,2025-12-01 15:56:01.647689
229,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:01.647689
230,batch_size,1.0,2025-12-01 15:56:01.647689
231,avg_price,591230.4910860955,2025-12-01 15:56:01.995056
232,avg_rating,0.9634993456854346,2025-12-01 15:56:01.995056
233,total_predicted_revenue,4729843.928688764,2025-12-01 15:56:01.995056
234,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:01.995056
235,batch_size,1.0,2025-12-01 15:56:01.995056
236,avg_price,1560299.3913141163,2025-12-01 15:56:02.276657
237,avg_rating,2.827088466253254,2025-12-01 15:56:02.276657
238,total_predicted_revenue,9361796.347884698,2025-12-01 15:56:02.276657
239,total_quantity,b'\x06\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:02.276657
240,batch_size,1.0,2025-12-01 15:56:02.276657
241,avg_price,1517311.617295007,2025-12-01 15:56:02.447341
242,avg_rating,1.0916493380328562,2025-12-01 15:56:02.447341
243,total_predicted_revenue,21242362.6421301,2025-12-01 15:56:02.447341
244,total_quantity,b'\x0e\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:02.447341
245,batch_size,1.0,2025-12-01 15:56:02.447341
246,avg_price,1524692.342263973,2025-12-01 15:56:02.664156
247,avg_rating,1.4659334566491622,2025-12-01 15:56:02.664156
248,total_predicted_revenue,18296308.107167676,2025-12-01 15:56:02.664156
249,total_quantity,b'\x0c\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:02.664156
250,batch_size,1.0,2025-12-01 15:56:02.664156
251,avg_price,848873.0242478086,2025-12-01 15:56:03.008794
252,avg_rating,4.564990975067317,2025-12-01 15:56:03.008794
253,total_predicted_revenue,7639857.218230277,2025-12-01 15:56:03.008794
254,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:03.008794
255,batch_size,1.0,2025-12-01 15:56:03.008794
256,avg_price,1286587.6505590293,2025-12-01 15:56:03.743713
257,avg_rating,2.1825614801368474,2025-12-01 15:56:03.743713
258,total_predicted_revenue,12865876.505590294,2025-12-01 15:56:03.743713
259,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:03.743713
260,batch_size,1.0,2025-12-01 15:56:03.743713
261,avg_price,855434.7091529665,2025-12-01 15:56:04.651795
262,avg_rating,1.5541603158515005,2025-12-01 15:56:04.651795
263,total_predicted_revenue,5988042.964070765,2025-12-01 15:56:04.651795
264,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:04.651795
265,batch_size,1.0,2025-12-01 15:56:04.651795
266,avg_price,365567.8082534324,2025-12-01 15:56:05.370535
267,avg_rating,2.782789858919265,2025-12-01 15:56:05.370535
268,total_predicted_revenue,3290110.2742808918,2025-12-01 15:56:05.370535
269,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:05.370535
270,batch_size,1.0,2025-12-01 15:56:05.370535
271,avg_price,1305699.6873556098,2025-12-01 15:56:05.667923
272,avg_rating,1.355909794453332,2025-12-01 15:56:05.667923
273,total_predicted_revenue,10445597.498844879,2025-12-01 15:56:05.667923
274,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:05.667923
275,batch_size,1.0,2025-12-01 15:56:05.667923
276,avg_price,218171.5638883104,2025-12-01 15:56:06.026661
277,avg_rating,0.2876406098671902,2025-12-01 15:56:06.026661
278,total_predicted_revenue,2181715.638883104,2025-12-01 15:56:06.026661
279,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:06.026661
280,batch_size,1.0,2025-12-01 15:56:06.026661
281,avg_price,1858120.5418723456,2025-12-01 15:56:06.371125
282,avg_rating,0.834690682920316,2025-12-01 15:56:06.371125
283,total_predicted_revenue,14864964.334978765,2025-12-01 15:56:06.371125
284,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:06.371125
285,batch_size,1.0,2025-12-01 15:56:06.371125
286,avg_price,953865.2499997251,2025-12-01 15:56:06.827192
287,avg_rating,3.4298065758635516,2025-12-01 15:56:06.827192
288,total_predicted_revenue,7630921.999997801,2025-12-01 15:56:06.827192
289,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:06.827192
290,batch_size,1.0,2025-12-01 15:56:06.827192
291,avg_price,1663680.5270728602,2025-12-01 15:56:07.437411
292,avg_rating,2.338098863317237,2025-12-01 15:56:07.437411
293,total_predicted_revenue,14973124.743655741,2025-12-01 15:56:07.437411
294,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:07.437411
295,batch_size,1.0,2025-12-01 15:56:07.437411
296,avg_price,926299.258597878,2025-12-01 15:56:07.878332
297,avg_rating,2.9284178480829857,2025-12-01 15:56:07.878332
298,total_predicted_revenue,1852598.517195756,2025-12-01 15:56:07.878332
299,total_quantity,b'\x02\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:07.878332
300,batch_size,1.0,2025-12-01 15:56:07.878332
301,avg_price,1917358.8095615963,2025-12-01 15:56:08.397662
302,avg_rating,3.9533006010599476,2025-12-01 15:56:08.397662
303,total_predicted_revenue,13421511.666931175,2025-12-01 15:56:08.397662
304,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:08.397662
305,batch_size,1.0,2025-12-01 15:56:08.397662
306,avg_price,1671495.9595235898,2025-12-01 15:56:09.256614
307,avg_rating,1.6337693290322002,2025-12-01 15:56:09.256614
308,total_predicted_revenue,13371967.676188719,2025-12-01 15:56:09.256614
309,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:09.256614
310,batch_size,1.0,2025-12-01 15:56:09.256614
311,avg_price,1578291.1453989085,2025-12-01 15:56:09.900329
312,avg_rating,0.46711891304295483,2025-12-01 15:56:09.900329
313,total_predicted_revenue,17361202.599387992,2025-12-01 15:56:09.900329
314,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:09.900329
315,batch_size,1.0,2025-12-01 15:56:09.900329
316,avg_price,1602416.734558694,2025-12-01 15:56:10.290971
317,avg_rating,3.680970263307914,2025-12-01 15:56:10.290971
318,total_predicted_revenue,27241084.4874978,2025-12-01 15:56:10.290971
319,total_quantity,b'\x11\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:10.290971
320,batch_size,1.0,2025-12-01 15:56:10.290971
321,avg_price,1299228.8678822902,2025-12-01 15:56:11.309412
322,avg_rating,4.00585032520833,2025-12-01 15:56:11.309412
323,total_predicted_revenue,16889975.28246977,2025-12-01 15:56:11.309412
324,total_quantity,b'\r\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:11.309412
325,batch_size,1.0,2025-12-01 15:56:11.309412
326,avg_price,1234452.7668791881,2025-12-01 15:56:11.858240
327,avg_rating,4.357720676780917,2025-12-01 15:56:11.858240
328,total_predicted_revenue,6172263.83439594,2025-12-01 15:56:11.858240
329,total_quantity,b'\x05\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:11.858240
330,batch_size,1.0,2025-12-01 15:56:11.858240
331,avg_price,635587.644105005,2025-12-01 15:56:12.360289
332,avg_rating,2.4896030050148807,2025-12-01 15:56:12.360289
333,total_predicted_revenue,9533814.661575075,2025-12-01 15:56:12.360289
334,total_quantity,b'\x0f\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:12.360289
335,batch_size,1.0,2025-12-01 15:56:12.360289
336,avg_price,1314288.5153545917,2025-12-01 15:56:12.847993
337,avg_rating,0.4502551136927174,2025-12-01 15:56:12.847993
338,total_predicted_revenue,18400039.21496428,2025-12-01 15:56:12.847993
339,total_quantity,b'\x0e\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:12.847993
340,batch_size,1.0,2025-12-01 15:56:12.847993
341,avg_price,373962.3954232148,2025-12-01 15:56:13.758266
342,avg_rating,2.5020271602758095,2025-12-01 15:56:13.758266
343,total_predicted_revenue,6357360.722194652,2025-12-01 15:56:13.758266
344,total_quantity,b'\x11\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:13.758266
345,batch_size,1.0,2025-12-01 15:56:13.758266
346,avg_price,501925.5726327045,2025-12-01 15:56:14.758640
347,avg_rating,4.844397512330466,2025-12-01 15:56:14.758640
348,total_predicted_revenue,4015404.581061636,2025-12-01 15:56:14.758640
349,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:14.758640
350,batch_size,1.0,2025-12-01 15:56:14.758640
351,avg_price,698108.2388392545,2025-12-01 15:56:15.260005
352,avg_rating,0.13073692892431044,2025-12-01 15:56:15.260005
353,total_predicted_revenue,9075407.104910308,2025-12-01 15:56:15.260005
354,total_quantity,b'\r\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:15.260005
355,batch_size,1.0,2025-12-01 15:56:15.260005
356,avg_price,1558859.860748835,2025-12-01 15:56:15.900562
357,avg_rating,0.9961986931390021,2025-12-01 15:56:15.900562
358,total_predicted_revenue,17147458.468237184,2025-12-01 15:56:15.900562
359,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:15.900562
360,batch_size,1.0,2025-12-01 15:56:15.900562
361,avg_price,630076.7399021892,2025-12-01 15:56:16.181774
362,avg_rating,2.143314656066997,2025-12-01 15:56:16.181774
363,total_predicted_revenue,3150383.699510946,2025-12-01 15:56:16.181774
364,total_quantity,b'\x05\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:16.181774
365,batch_size,1.0,2025-12-01 15:56:16.181774
366,avg_price,717045.9656469419,2025-12-01 15:56:16.480380
367,avg_rating,0.8539644213889114,2025-12-01 15:56:16.480380
368,total_predicted_revenue,9321597.553410245,2025-12-01 15:56:16.480380
369,total_quantity,b'\r\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:16.480380
370,batch_size,1.0,2025-12-01 15:56:16.480380
371,avg_price,1555462.7503222174,2025-12-01 15:56:17.305094
372,avg_rating,1.3978348769420967,2025-12-01 15:56:17.305094
373,total_predicted_revenue,9332776.501933305,2025-12-01 15:56:17.305094
374,total_quantity,b'\x06\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:17.305094
375,batch_size,1.0,2025-12-01 15:56:17.305094
376,avg_price,309109.9755299743,2025-12-01 15:56:18.086394
377,avg_rating,4.214787504684653,2025-12-01 15:56:18.086394
378,total_predicted_revenue,2472879.8042397946,2025-12-01 15:56:18.086394
379,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:18.086394
380,batch_size,1.0,2025-12-01 15:56:18.086394
381,avg_price,476091.74598911154,2025-12-01 15:56:18.852475
382,avg_rating,1.9510513201390556,2025-12-01 15:56:18.852475
383,total_predicted_revenue,3332642.2219237806,2025-12-01 15:56:18.852475
384,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:18.852475
385,batch_size,1.0,2025-12-01 15:56:18.852475
386,avg_price,1164672.480158378,2025-12-01 15:56:19.538643
387,avg_rating,4.123523596203002,2025-12-01 15:56:19.538643
388,total_predicted_revenue,11646724.801583778,2025-12-01 15:56:19.538643
389,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:19.538643
390,batch_size,1.0,2025-12-01 15:56:19.538643
391,avg_price,1218697.5482713042,2025-12-01 15:56:20.035142
392,avg_rating,2.534467805158687,2025-12-01 15:56:20.035142
